"","subid","age","task","item","q","q_kind","answer","task_num","site","age_group"
"3313","A0306",12.60232717,"conv","shoes",3,1,"1",NA,"India",NA
"3314","A0343",8.38329911,"conv","shoes",3,1,"0",NA,"India",NA
"3315","A0338",8.873374401,"conv","shoes",3,1,"0",NA,"India",NA
"3316","A0313",8.219028063,"conv","shoes",3,1,NA,NA,"India",NA
"3317","A0346",8.528405202,"conv","shoes",3,2,"0",NA,"India",NA
"3318","A0324",8.424366872,"conv","shoes",3,2,"0",NA,"India",NA
"3319","A0331",8.476386037,"conv","shoes",3,2,"0",NA,"India",NA
"3320","A0314",8.093086927,"conv","shoes",3,2,"0",NA,"India",NA
"3321","A0344",9.278576318,"conv","shoes",3,2,"0",NA,"India",NA
"3322","A0301",8.350444901,"conv","shoes",3,2,"0",NA,"India",NA
"3323","A0316",8.832306639,"conv","shoes",3,2,"0",NA,"India",NA
"3324","A0320",8.246406571,"conv","shoes",3,2,"0",NA,"India",NA
"3325","A0342",8.424366872,"conv","shoes",3,2,"0",NA,"India",NA
"3326","A0334",8,"conv","shoes",3,2,"0",NA,"India",NA
"3327","A0309",8.167008898,"conv","shoes",3,2,"1",NA,"India",NA
"3328","A0338",8.873374401,"conv","shoes",3,2,"1",NA,"India",NA
"3329","A0339",8.476386037,"conv","shoes",3,2,"0",NA,"India",NA
"3330","A0306",12.60232717,"conv","shoes",3,2,"1",NA,"India",NA
"3331","A0343",8.38329911,"conv","shoes",3,2,"0",NA,"India",NA
"3332","A0313",8.219028063,"conv","shoes",3,2,NA,NA,"India",NA
"3333","A0301",8.350444901,"conv","shoes",3,3,"1",NA,"India",NA
"3334","A0346",8.528405202,"conv","shoes",3,3,"0",NA,"India",NA
"3335","A0324",8.424366872,"conv","shoes",3,3,"0",NA,"India",NA
"3336","A0331",8.476386037,"conv","shoes",3,3,"0",NA,"India",NA
"3337","A0314",8.093086927,"conv","shoes",3,3,"1",NA,"India",NA
"3338","A0344",9.278576318,"conv","shoes",3,3,"0",NA,"India",NA
"3339","A0334",8,"conv","shoes",3,3,"0",NA,"India",NA
"3340","A0316",8.832306639,"conv","shoes",3,3,"0",NA,"India",NA
"3341","A0320",8.246406571,"conv","shoes",3,3,"0",NA,"India",NA
"3342","A0342",8.424366872,"conv","shoes",3,3,"0",NA,"India",NA
"3343","A0343",8.38329911,"conv","shoes",3,3,"0",NA,"India",NA
"3344","A0309",8.167008898,"conv","shoes",3,3,"0",NA,"India",NA
"3345","A0339",8.476386037,"conv","shoes",3,3,"0",NA,"India",NA
"3346","A0306",12.60232717,"conv","shoes",3,3,"0",NA,"India",NA
"3347","A0338",8.873374401,"conv","shoes",3,3,"1",NA,"India",NA
"3348","A0313",8.219028063,"conv","shoes",3,3,NA,NA,"India",NA
"3349","A0338",8.873374401,"moral","namecall",4,0,"1",NA,"India",NA
"3350","A0346",8.528405202,"moral","namecall",4,0,"1",NA,"India",NA
"3351","A0324",8.424366872,"moral","namecall",4,0,"1",NA,"India",NA
"3352","A0331",8.476386037,"moral","namecall",4,0,"1",NA,"India",NA
"3353","A0314",8.093086927,"moral","namecall",4,0,"1",NA,"India",NA
"3354","A0344",9.278576318,"moral","namecall",4,0,"1",NA,"India",NA
"3355","A0301",8.350444901,"moral","namecall",4,0,"1",NA,"India",NA
"3356","A0316",8.832306639,"moral","namecall",4,0,NA,NA,"India",NA
"3357","A0320",8.246406571,"moral","namecall",4,0,"2",NA,"India",NA
"3358","A0342",8.424366872,"moral","namecall",4,0,"1",NA,"India",NA
"3359","A0334",8,"moral","namecall",4,0,"1",NA,"India",NA
"3360","A0309",8.167008898,"moral","namecall",4,0,"2",NA,"India",NA
"3361","A0339",8.476386037,"moral","namecall",4,0,"1",NA,"India",NA
"3362","A0306",12.60232717,"moral","namecall",4,0,"1",NA,"India",NA
"3363","A0343",8.38329911,"moral","namecall",4,0,"1",NA,"India",NA
"3364","A0313",8.219028063,"moral","namecall",4,0,"1",NA,"India",NA
"3365","A0334",8,"moral","namecall",4,1,"0",NA,"India",NA
"3366","A0346",8.528405202,"moral","namecall",4,1,"0",NA,"India",NA
"3367","A0324",8.424366872,"moral","namecall",4,1,"0",NA,"India",NA
"3368","A0331",8.476386037,"moral","namecall",4,1,"0",NA,"India",NA
"3369","A0314",8.093086927,"moral","namecall",4,1,"0",NA,"India",NA
"3370","A0344",9.278576318,"moral","namecall",4,1,"0",NA,"India",NA
"3371","A0301",8.350444901,"moral","namecall",4,1,"0",NA,"India",NA
"3372","A0316",8.832306639,"moral","namecall",4,1,"0",NA,"India",NA
"3373","A0320",8.246406571,"moral","namecall",4,1,"0",NA,"India",NA
"3374","A0342",8.424366872,"moral","namecall",4,1,"0",NA,"India",NA
"3375","A0343",8.38329911,"moral","namecall",4,1,"0",NA,"India",NA
"3376","A0309",8.167008898,"moral","namecall",4,1,"1",NA,"India",NA
"3377","A0339",8.476386037,"moral","namecall",4,1,"0",NA,"India",NA
"3378","A0306",12.60232717,"moral","namecall",4,1,"0",NA,"India",NA
"3379","A0338",8.873374401,"moral","namecall",4,1,"0",NA,"India",NA
"3380","A0313",8.219028063,"moral","namecall",4,1,NA,NA,"India",NA
"3381","A0346",8.528405202,"moral","namecall",4,2,"0",NA,"India",NA
"3382","A0324",8.424366872,"moral","namecall",4,2,"0",NA,"India",NA
"3383","A0331",8.476386037,"moral","namecall",4,2,"0",NA,"India",NA
"3384","A0314",8.093086927,"moral","namecall",4,2,"1",NA,"India",NA
"3385","A0344",9.278576318,"moral","namecall",4,2,"1",NA,"India",NA
"3386","A0342",8.424366872,"moral","namecall",4,2,"0",NA,"India",NA
"3387","A0301",8.350444901,"moral","namecall",4,2,"0",NA,"India",NA
"3388","A0316",8.832306639,"moral","namecall",4,2,"0",NA,"India",NA
"3389","A0320",8.246406571,"moral","namecall",4,2,"0",NA,"India",NA
"3390","A0306",12.60232717,"moral","namecall",4,2,"1",NA,"India",NA
"3391","A0334",8,"moral","namecall",4,2,"1",NA,"India",NA
"3392","A0309",8.167008898,"moral","namecall",4,2,"0",NA,"India",NA
"3393","A0339",8.476386037,"moral","namecall",4,2,"0",NA,"India",NA
"3394","A0343",8.38329911,"moral","namecall",4,2,"0",NA,"India",NA
"3395","A0338",8.873374401,"moral","namecall",4,2,"1",NA,"India",NA
"3396","A0313",8.219028063,"moral","namecall",4,2,NA,NA,"India",NA
"3397","A0314",8.093086927,"moral","namecall",4,3,"0",NA,"India",NA
"3398","A0346",8.528405202,"moral","namecall",4,3,"0",NA,"India",NA
"3399","A0324",8.424366872,"moral","namecall",4,3,"0",NA,"India",NA
"3400","A0344",9.278576318,"moral","namecall",4,3,"0",NA,"India",NA
"3401","A0301",8.350444901,"moral","namecall",4,3,"1",NA,"India",NA
"3402","A0316",8.832306639,"moral","namecall",4,3,"0",NA,"India",NA
"3403","A0320",8.246406571,"moral","namecall",4,3,"0",NA,"India",NA
"3404","A0342",8.424366872,"moral","namecall",4,3,"0",NA,"India",NA
"3405","A0334",8,"moral","namecall",4,3,NA,NA,"India",NA
"3406","A0309",8.167008898,"moral","namecall",4,3,"0",NA,"India",NA
"3407","A0339",8.476386037,"moral","namecall",4,3,"0",NA,"India",NA
"3408","A0306",12.60232717,"moral","namecall",4,3,"1",NA,"India",NA
"3409","A0343",8.38329911,"moral","namecall",4,3,"0",NA,"India",NA
"3410","A0338",8.873374401,"moral","namecall",4,3,"1",NA,"India",NA
"3411","A0313",8.219028063,"moral","namecall",4,3,NA,NA,"India",NA
"3412","A0331",8.476386037,"moral","namecall",4,3,"0",NA,"India",NA
"3413","A0346",8.528405202,"conv","swim",5,0,"1",NA,"India",NA
"3414","A0331",8.476386037,"conv","swim",5,0,"1",NA,"India",NA
"3415","A0314",8.093086927,"conv","swim",5,0,"2",NA,"India",NA
"3416","A0344",9.278576318,"conv","swim",5,0,"2",NA,"India",NA
"3417","A0301",8.350444901,"conv","swim",5,0,"1",NA,"India",NA
"3418","A0316",8.832306639,"conv","swim",5,0,"1",NA,"India",NA
"3419","A0320",8.246406571,"conv","swim",5,0,"1",NA,"India",NA
"3420","A0342",8.424366872,"conv","swim",5,0,"1",NA,"India",NA
"3421","A0334",8,"conv","swim",5,0,"1",NA,"India",NA
"3422","A0309",8.167008898,"conv","swim",5,0,"1",NA,"India",NA
"3423","A0339",8.476386037,"conv","swim",5,0,"1",NA,"India",NA
"3424","A0324",8.424366872,"conv","swim",5,0,"1",NA,"India",NA
"3425","A0343",8.38329911,"conv","swim",5,0,"1",NA,"India",NA
"3426","A0338",8.873374401,"conv","swim",5,0,"1",NA,"India",NA
"3427","A0313",8.219028063,"conv","swim",5,0,"5",NA,"India",NA
"3428","A0306",12.60232717,"conv","swim",5,0,"6",NA,"India",NA
"3429","A0346",8.528405202,"conv","swim",5,1,"0",NA,"India",NA
"3430","A0331",8.476386037,"conv","swim",5,1,"0",NA,"India",NA
"3431","A0314",8.093086927,"conv","swim",5,1,"0",NA,"India",NA
"3432","A0324",8.424366872,"conv","swim",5,1,"0",NA,"India",NA
"3433","A0301",8.350444901,"conv","swim",5,1,"0",NA,"India",NA
"3434","A0316",8.832306639,"conv","swim",5,1,"0",NA,"India",NA
"3435","A0344",9.278576318,"conv","swim",5,1,"0",NA,"India",NA
"3436","A0320",8.246406571,"conv","swim",5,1,"0",NA,"India",NA
"3437","A0342",8.424366872,"conv","swim",5,1,"0",NA,"India",NA
"3438","A0334",8,"conv","swim",5,1,"0",NA,"India",NA
"3439","A0309",8.167008898,"conv","swim",5,1,"0",NA,"India",NA
"3440","A0339",8.476386037,"conv","swim",5,1,"0",NA,"India",NA
"3441","A0306",12.60232717,"conv","swim",5,1,"0",NA,"India",NA
"3442","A0343",8.38329911,"conv","swim",5,1,"0",NA,"India",NA
"3443","A0338",8.873374401,"conv","swim",5,1,"0",NA,"India",NA
"3444","A0313",8.219028063,"conv","swim",5,1,"0",NA,"India",NA
"3445","A0346",8.528405202,"conv","swim",5,2,"0",NA,"India",NA
"3446","A0324",8.424366872,"conv","swim",5,2,"0",NA,"India",NA
"3447","A0331",8.476386037,"conv","swim",5,2,"1",NA,"India",NA
"3448","A0314",8.093086927,"conv","swim",5,2,"1",NA,"India",NA
"3449","A0344",9.278576318,"conv","swim",5,2,"1",NA,"India",NA
"3450","A0301",8.350444901,"conv","swim",5,2,"0",NA,"India",NA
"3451","A0316",8.832306639,"conv","swim",5,2,"0",NA,"India",NA
"3452","A0320",8.246406571,"conv","swim",5,2,"0",NA,"India",NA
"3453","A0342",8.424366872,"conv","swim",5,2,"1",NA,"India",NA
"3454","A0334",8,"conv","swim",5,2,"1",NA,"India",NA
"3455","A0309",8.167008898,"conv","swim",5,2,"0",NA,"India",NA
"3456","A0339",8.476386037,"conv","swim",5,2,"0",NA,"India",NA
"3457","A0306",12.60232717,"conv","swim",5,2,"0",NA,"India",NA
"3458","A0343",8.38329911,"conv","swim",5,2,"0",NA,"India",NA
"3459","A0338",8.873374401,"conv","swim",5,2,"0",NA,"India",NA
"3460","A0313",8.219028063,"conv","swim",5,2,"0",NA,"India",NA
"3461","A0346",8.528405202,"conv","swim",5,3,"0",NA,"India",NA
"3462","A0324",8.424366872,"conv","swim",5,3,"0",NA,"India",NA
"3463","A0331",8.476386037,"conv","swim",5,3,"0",NA,"India",NA
"3464","A0314",8.093086927,"conv","swim",5,3,"1",NA,"India",NA
"3465","A0344",9.278576318,"conv","swim",5,3,"1",NA,"India",NA
"3466","A0301",8.350444901,"conv","swim",5,3,"1",NA,"India",NA
"3467","A0316",8.832306639,"conv","swim",5,3,"0",NA,"India",NA
"3468","A0320",8.246406571,"conv","swim",5,3,"0",NA,"India",NA
"3469","A0342",8.424366872,"conv","swim",5,3,"1",NA,"India",NA
"3470","A0334",8,"conv","swim",5,3,"1",NA,"India",NA
"3471","A0309",8.167008898,"conv","swim",5,3,"1",NA,"India",NA
"3472","A0339",8.476386037,"conv","swim",5,3,"0",NA,"India",NA
"3473","A0306",12.60232717,"conv","swim",5,3,"0",NA,"India",NA
"3474","A0343",8.38329911,"conv","swim",5,3,"0",NA,"India",NA
"3475","A0338",8.873374401,"conv","swim",5,3,"1",NA,"India",NA
"3476","A0313",8.219028063,"conv","swim",5,3,"0",NA,"India",NA
"3477","A0346",8.528405202,"moral","rip",6,0,"1",NA,"India",NA
"3478","A0324",8.424366872,"moral","rip",6,0,"1",NA,"India",NA
"3479","A0331",8.476386037,"moral","rip",6,0,"2",NA,"India",NA
"3480","A0314",8.093086927,"moral","rip",6,0,"1",NA,"India",NA
"3481","A0344",9.278576318,"moral","rip",6,0,"1",NA,"India",NA
"3482","A0301",8.350444901,"moral","rip",6,0,"1",NA,"India",NA
"3483","A0316",8.832306639,"moral","rip",6,0,"1",NA,"India",NA
"3484","A0320",8.246406571,"moral","rip",6,0,"1",NA,"India",NA
"3485","A0342",8.424366872,"moral","rip",6,0,"1",NA,"India",NA
"3486","A0334",8,"moral","rip",6,0,"1",NA,"India",NA
"3487","A0309",8.167008898,"moral","rip",6,0,"2",NA,"India",NA
"3488","A0339",8.476386037,"moral","rip",6,0,"1",NA,"India",NA
"3489","A0306",12.60232717,"moral","rip",6,0,"1",NA,"India",NA
"3490","A0343",8.38329911,"moral","rip",6,0,"1",NA,"India",NA
"3491","A0338",8.873374401,"moral","rip",6,0,"1",NA,"India",NA
"3492","A0313",8.219028063,"moral","rip",6,0,"3",NA,"India",NA
"3493","A0346",8.528405202,"moral","rip",6,1,"0",NA,"India",NA
"3494","A0324",8.424366872,"moral","rip",6,1,"0",NA,"India",NA
"3495","A0331",8.476386037,"moral","rip",6,1,"0",NA,"India",NA
"3496","A0314",8.093086927,"moral","rip",6,1,"0",NA,"India",NA
"3497","A0344",9.278576318,"moral","rip",6,1,"0",NA,"India",NA
"3498","A0301",8.350444901,"moral","rip",6,1,"1",NA,"India",NA
"3499","A0316",8.832306639,"moral","rip",6,1,"0",NA,"India",NA
"3500","A0320",8.246406571,"moral","rip",6,1,"0",NA,"India",NA
"3501","A0342",8.424366872,"moral","rip",6,1,"0",NA,"India",NA
"3502","A0334",8,"moral","rip",6,1,"1",NA,"India",NA
"3503","A0309",8.167008898,"moral","rip",6,1,"0",NA,"India",NA
"3504","A0339",8.476386037,"moral","rip",6,1,"0",NA,"India",NA
"3505","A0306",12.60232717,"moral","rip",6,1,"0",NA,"India",NA
"3506","A0343",8.38329911,"moral","rip",6,1,"0",NA,"India",NA
"3507","A0338",8.873374401,"moral","rip",6,1,"1",NA,"India",NA
"3508","A0313",8.219028063,"moral","rip",6,1,"0",NA,"India",NA
"3509","A0324",8.424366872,"moral","rip",6,2,"0",NA,"India",NA
"3510","A0331",8.476386037,"moral","rip",6,2,"0",NA,"India",NA
"3511","A0314",8.093086927,"moral","rip",6,2,"1",NA,"India",NA
"3512","A0344",9.278576318,"moral","rip",6,2,"1",NA,"India",NA
"3513","A0301",8.350444901,"moral","rip",6,2,"1",NA,"India",NA
"3514","A0316",8.832306639,"moral","rip",6,2,"1",NA,"India",NA
"3515","A0320",8.246406571,"moral","rip",6,2,"0",NA,"India",NA
"3516","A0342",8.424366872,"moral","rip",6,2,"0",NA,"India",NA
"3517","A0334",8,"moral","rip",6,2,"1",NA,"India",NA
"3518","A0309",8.167008898,"moral","rip",6,2,"0",NA,"India",NA
"3519","A0339",8.476386037,"moral","rip",6,2,"0",NA,"India",NA
"3520","A0306",12.60232717,"moral","rip",6,2,"1",NA,"India",NA
"3521","A0343",8.38329911,"moral","rip",6,2,"0",NA,"India",NA
"3522","A0338",8.873374401,"moral","rip",6,2,"0",NA,"India",NA
"3523","A0313",8.219028063,"moral","rip",6,2,"0",NA,"India",NA
"3524","A0346",8.528405202,"moral","rip",6,2,"0",NA,"India",NA
"3525","A0346",8.528405202,"moral","rip",6,3,"0",NA,"India",NA
"3526","A0331",8.476386037,"moral","rip",6,3,"0",NA,"India",NA
"3527","A0314",8.093086927,"moral","rip",6,3,"1",NA,"India",NA
"3528","A0324",8.424366872,"moral","rip",6,3,"0",NA,"India",NA
"3529","A0301",8.350444901,"moral","rip",6,3,"1",NA,"India",NA
"3530","A0316",8.832306639,"moral","rip",6,3,"0",NA,"India",NA
"3531","A0344",9.278576318,"moral","rip",6,3,"1",NA,"India",NA
"3532","A0342",8.424366872,"moral","rip",6,3,"1",NA,"India",NA
"3533","A0334",8,"moral","rip",6,3,"1",NA,"India",NA
"3534","A0309",8.167008898,"moral","rip",6,3,"1",NA,"India",NA
"3535","A0339",8.476386037,"moral","rip",6,3,"0",NA,"India",NA
"3536","A0306",12.60232717,"moral","rip",6,3,"0",NA,"India",NA
"3537","A0343",8.38329911,"moral","rip",6,3,"0",NA,"India",NA
"3538","A0338",8.873374401,"moral","rip",6,3,"1",NA,"India",NA
"3539","A0313",8.219028063,"moral","rip",6,3,"0",NA,"India",NA
"3540","A0320",8.246406571,"moral","rip",6,3,"0",NA,"India",NA
"3541","A0324",8.424366872,"conv","teachername",7,0,"1",NA,"India",NA
"3542","A0331",8.476386037,"conv","teachername",7,0,"2",NA,"India",NA
"3543","A0346",8.528405202,"conv","teachername",7,0,"1",NA,"India",NA
"3544","A0338",8.873374401,"conv","teachername",7,0,"1",NA,"India",NA
"3545","A0314",8.093086927,"conv","teachername",7,0,"1",NA,"India",NA
"3546","A0344",9.278576318,"conv","teachername",7,0,"1",NA,"India",NA
"3547","A0301",8.350444901,"conv","teachername",7,0,"1",NA,"India",NA
"3548","A0316",8.832306639,"conv","teachername",7,0,"1",NA,"India",NA
"3549","A0320",8.246406571,"conv","teachername",7,0,"1",NA,"India",NA
"3550","A0342",8.424366872,"conv","teachername",7,0,"1",NA,"India",NA
"3551","A0334",8,"conv","teachername",7,0,"1",NA,"India",NA
"3552","A0309",8.167008898,"conv","teachername",7,0,"3",NA,"India",NA
"3553","A0339",8.476386037,"conv","teachername",7,0,"1",NA,"India",NA
"3554","A0306",12.60232717,"conv","teachername",7,0,"1",NA,"India",NA
"3555","A0343",8.38329911,"conv","teachername",7,0,"2",NA,"India",NA
"3556","A0313",8.219028063,"conv","teachername",7,0,"1",NA,"India",NA
"3557","A0334",8,"conv","teachername",7,1,"0",NA,"India",NA
"3558","A0346",8.528405202,"conv","teachername",7,1,"0",NA,"India",NA
"3559","A0324",8.424366872,"conv","teachername",7,1,"0",NA,"India",NA
"3560","A0331",8.476386037,"conv","teachername",7,1,"0",NA,"India",NA
"3561","A0314",8.093086927,"conv","teachername",7,1,"0",NA,"India",NA
"3562","A0344",9.278576318,"conv","teachername",7,1,"0",NA,"India",NA
"3563","A0301",8.350444901,"conv","teachername",7,1,"0",NA,"India",NA
"3564","A0316",8.832306639,"conv","teachername",7,1,"0",NA,"India",NA
"3565","A0320",8.246406571,"conv","teachername",7,1,"0",NA,"India",NA
"3566","A0342",8.424366872,"conv","teachername",7,1,"0",NA,"India",NA
"3567","A0343",8.38329911,"conv","teachername",7,1,"0",NA,"India",NA
"3568","A0309",8.167008898,"conv","teachername",7,1,"1",NA,"India",NA
"3569","A0339",8.476386037,"conv","teachername",7,1,"0",NA,"India",NA
"3570","A0306",12.60232717,"conv","teachername",7,1,"0",NA,"India",NA
"3571","A0338",8.873374401,"conv","teachername",7,1,"0",NA,"India",NA
"3572","A0313",8.219028063,"conv","teachername",7,1,"0",NA,"India",NA
"3573","A0301",8.350444901,"conv","teachername",7,2,"1",NA,"India",NA
"3574","A0346",8.528405202,"conv","teachername",7,2,"0",NA,"India",NA
"3575","A0324",8.424366872,"conv","teachername",7,2,"0",NA,"India",NA
"3576","A0331",8.476386037,"conv","teachername",7,2,"0",NA,"India",NA
"3577","A0314",8.093086927,"conv","teachername",7,2,"1",NA,"India",NA
"3578","A0344",9.278576318,"conv","teachername",7,2,"1",NA,"India",NA
"3579","A0334",8,"conv","teachername",7,2,"1",NA,"India",NA
"3580","A0316",8.832306639,"conv","teachername",7,2,"0",NA,"India",NA
"3581","A0320",8.246406571,"conv","teachername",7,2,"0",NA,"India",NA
"3582","A0342",8.424366872,"conv","teachername",7,2,"1",NA,"India",NA
"3583","A0343",8.38329911,"conv","teachername",7,2,"0",NA,"India",NA
"3584","A0309",8.167008898,"conv","teachername",7,2,"0",NA,"India",NA
"3585","A0339",8.476386037,"conv","teachername",7,2,"0",NA,"India",NA
"3586","A0306",12.60232717,"conv","teachername",7,2,"0",NA,"India",NA
"3587","A0338",8.873374401,"conv","teachername",7,2,"0",NA,"India",NA
"3588","A0313",8.219028063,"conv","teachername",7,2,"0",NA,"India",NA
"3589","A0346",8.528405202,"conv","teachername",7,3,"0",NA,"India",NA
"3590","A0324",8.424366872,"conv","teachername",7,3,"0",NA,"India",NA
"3591","A0343",8.38329911,"conv","teachername",7,3,"0",NA,"India",NA
"3592","A0331",8.476386037,"conv","teachername",7,3,"0",NA,"India",NA
"3593","A0314",8.093086927,"conv","teachername",7,3,"1",NA,"India",NA
"3594","A0344",9.278576318,"conv","teachername",7,3,"1",NA,"India",NA
"3595","A0301",8.350444901,"conv","teachername",7,3,"1",NA,"India",NA
"3596","A0316",8.832306639,"conv","teachername",7,3,"0",NA,"India",NA
"3597","A0320",8.246406571,"conv","teachername",7,3,"0",NA,"India",NA
"3598","A0342",8.424366872,"conv","teachername",7,3,"1",NA,"India",NA
"3599","A0334",8,"conv","teachername",7,3,"1",NA,"India",NA
"3600","A0309",8.167008898,"conv","teachername",7,3,"1",NA,"India",NA
"3601","A0339",8.476386037,"conv","teachername",7,3,"0",NA,"India",NA
"3602","A0306",12.60232717,"conv","teachername",7,3,"0",NA,"India",NA
"3603","A0338",8.873374401,"conv","teachername",7,3,"1",NA,"India",NA
"3604","A0313",8.219028063,"conv","teachername",7,3,"0",NA,"India",NA
"3605","A0309",8.167008898,"conv","toy",8,0,"2",NA,"India",NA
"3606","A0346",8.528405202,"conv","toy",8,0,"1",NA,"India",NA
"3607","A0324",8.424366872,"conv","toy",8,0,"1",NA,"India",NA
"3608","A0331",8.476386037,"conv","toy",8,0,"2",NA,"India",NA
"3609","A0314",8.093086927,"conv","toy",8,0,"2",NA,"India",NA
"3610","A0344",9.278576318,"conv","toy",8,0,"2",NA,"India",NA
"3611","A0301",8.350444901,"conv","toy",8,0,"1",NA,"India",NA
"3612","A0316",8.832306639,"conv","toy",8,0,"1",NA,"India",NA
"3613","A0320",8.246406571,"conv","toy",8,0,"3",NA,"India",NA
"3614","A0342",8.424366872,"conv","toy",8,0,"1",NA,"India",NA
"3615","A0334",8,"conv","toy",8,0,"1",NA,"India",NA
"3616","A0339",8.476386037,"conv","toy",8,0,"1",NA,"India",NA
"3617","A0306",12.60232717,"conv","toy",8,0,"1",NA,"India",NA
"3618","A0343",8.38329911,"conv","toy",8,0,"2",NA,"India",NA
"3619","A0338",8.873374401,"conv","toy",8,0,"1",NA,"India",NA
"3620","A0313",8.219028063,"conv","toy",8,0,"1",NA,"India",NA
"3621","A0346",8.528405202,"conv","toy",8,1,"0",NA,"India",NA
"3622","A0324",8.424366872,"conv","toy",8,1,"0",NA,"India",NA
"3623","A0331",8.476386037,"conv","toy",8,1,"0",NA,"India",NA
"3624","A0314",8.093086927,"conv","toy",8,1,"0",NA,"India",NA
"3625","A0344",9.278576318,"conv","toy",8,1,"0",NA,"India",NA
"3626","A0301",8.350444901,"conv","toy",8,1,"0",NA,"India",NA
"3627","A0316",8.832306639,"conv","toy",8,1,"0",NA,"India",NA
"3628","A0320",8.246406571,"conv","toy",8,1,"0",NA,"India",NA
"3629","A0342",8.424366872,"conv","toy",8,1,"0",NA,"India",NA
"3630","A0334",8,"conv","toy",8,1,"0",NA,"India",NA
"3631","A0309",8.167008898,"conv","toy",8,1,"0",NA,"India",NA
"3632","A0339",8.476386037,"conv","toy",8,1,"0",NA,"India",NA
"3633","A0306",12.60232717,"conv","toy",8,1,"0",NA,"India",NA
"3634","A0343",8.38329911,"conv","toy",8,1,"0",NA,"India",NA
"3635","A0338",8.873374401,"conv","toy",8,1,"0",NA,"India",NA
"3636","A0313",8.219028063,"conv","toy",8,1,"0",NA,"India",NA
"3637","A0346",8.528405202,"conv","toy",8,2,"0",NA,"India",NA
"3638","A0324",8.424366872,"conv","toy",8,2,"0",NA,"India",NA
"3639","A0331",8.476386037,"conv","toy",8,2,"0",NA,"India",NA
"3640","A0314",8.093086927,"conv","toy",8,2,"1",NA,"India",NA
"3641","A0344",9.278576318,"conv","toy",8,2,"1",NA,"India",NA
"3642","A0301",8.350444901,"conv","toy",8,2,"1",NA,"India",NA
"3643","A0316",8.832306639,"conv","toy",8,2,"0",NA,"India",NA
"3644","A0320",8.246406571,"conv","toy",8,2,"0",NA,"India",NA
"3645","A0342",8.424366872,"conv","toy",8,2,"1",NA,"India",NA
"3646","A0334",8,"conv","toy",8,2,"1",NA,"India",NA
"3647","A0309",8.167008898,"conv","toy",8,2,"1",NA,"India",NA
"3648","A0339",8.476386037,"conv","toy",8,2,"0",NA,"India",NA
"3649","A0306",12.60232717,"conv","toy",8,2,"1",NA,"India",NA
"3650","A0343",8.38329911,"conv","toy",8,2,"0",NA,"India",NA
"3651","A0338",8.873374401,"conv","toy",8,2,"0",NA,"India",NA
"3652","A0313",8.219028063,"conv","toy",8,2,"0",NA,"India",NA
"3653","A0334",8,"conv","toy",8,3,"1",NA,"India",NA
"3654","A0346",8.528405202,"conv","toy",8,3,"0",NA,"India",NA
"3655","A0324",8.424366872,"conv","toy",8,3,"0",NA,"India",NA
"3656","A0331",8.476386037,"conv","toy",8,3,"0",NA,"India",NA
"3657","A0314",8.093086927,"conv","toy",8,3,"1",NA,"India",NA
"3658","A0344",9.278576318,"conv","toy",8,3,"1",NA,"India",NA
"3659","A0301",8.350444901,"conv","toy",8,3,"1",NA,"India",NA
"3660","A0316",8.832306639,"conv","toy",8,3,"0",NA,"India",NA
"3661","A0320",8.246406571,"conv","toy",8,3,"0",NA,"India",NA
"3662","A0342",8.424366872,"conv","toy",8,3,"1",NA,"India",NA
"3663","A0343",8.38329911,"conv","toy",8,3,"0",NA,"India",NA
"3664","A0309",8.167008898,"conv","toy",8,3,"0",NA,"India",NA
"3665","A0339",8.476386037,"conv","toy",8,3,"0",NA,"India",NA
"3666","A0306",12.60232717,"conv","toy",8,3,"0",NA,"India",NA
"3667","A0338",8.873374401,"conv","toy",8,3,"1",NA,"India",NA
"3668","A0313",8.219028063,"conv","toy",8,3,"0",NA,"India",NA
"3669","A0621",11.84120465,"moral","push",2,0,"1",NA,"India",NA
"3670","A0602",11.66872005,"moral","push",2,0,"1",NA,"India",NA
"3671","A0626",12.5065024,"moral","push",2,0,"1",NA,"India",NA
"3672","A0620",11.56468172,"moral","push",2,0,"1",NA,"India",NA
"3673","A0627",11.26625599,"moral","push",2,0,"1",NA,"India",NA
"3674","A0618",11.47433265,"moral","push",2,0,"1",NA,"India",NA
"3675","Z09029",14.09993155,"moral","push",2,0,"1",NA,"India",NA
"3676","Z09017",14.31895962,"moral","push",2,0,"2",NA,"India",NA
"3677","Z09012",14.23134839,"moral","push",2,0,"1",NA,"India",NA
"3678","Z09021",14.14099932,"moral","push",2,0,"1",NA,"India",NA
"3679","Z09013",14.65571526,"moral","push",2,0,"1",NA,"India",NA
"3680","Z09014",13.88364134,"moral","push",2,0,"3",NA,"India",NA
"3681","Z06016",11.43052704,"moral","push",2,0,"1",NA,"India",NA
"3682","Z09003",13.97399042,"moral","push",2,0,"2",NA,"India",NA
"3683","Z09006",13.3908282,"moral","push",2,0,"2",NA,"India",NA
"3684","Z09005",14.42847365,"moral","push",2,0,"1",NA,"India",NA
"3685","Z09007",13.47022587,"moral","push",2,0,"2",NA,"India",NA
"3686","Z06002",10.86926762,"moral","push",2,0,"1",NA,"India",NA
"3687","Z06024",11.32922656,"moral","push",2,0,"1",NA,"India",NA
