"","subid","age","age_group","sex","ms_q_ver","task","task_num","answer","q","q_kind","item","justifications","site","age.group","age.c","q_kind_label"
"991","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1",2,6,0,"push","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"992","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.1",1,6,1,"push","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"993","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.2",0,6,2,"push","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"994","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.3",1,6,3,"push","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"995","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.4",1,6,4,"push","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"996","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.5",1,6,5,"push","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"997","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.6",0,6,6,"push","","Iran - Study 2",11,0.777068760415461,"Haram"
"998","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.7",1,6,7,"push","","Iran - Study 2",11,0.777068760415461,"Illegal"
"999","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral1.8",1,6,8,"push","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1000","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2",2,7,0,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1001","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.1",1,7,1,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1002","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.2",1,7,2,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1003","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.3",0,7,3,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1004","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.4",1,7,4,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1005","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.5",1,7,5,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1006","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.6",1,7,6,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Haram"
"1007","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.7",1,7,7,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1008","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv2.8",1,7,8,"swimsuit","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1009","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2",2,8,0,"bad name","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1010","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.1",1,8,1,"bad name","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1011","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.2",1,8,2,"bad name","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1012","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.3",1,8,3,"bad name","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1013","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.4",1,8,4,"bad name","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1014","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.5",1,8,5,"bad name","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1015","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.6",1,8,6,"bad name","","Iran - Study 2",11,0.777068760415461,"Haram"
"1016","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.7",1,8,7,"bad name","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1017","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral2.8",1,8,8,"bad name","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1018","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3",2,9,0,"teacher","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1019","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.1",1,9,1,"teacher","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1020","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.2",1,9,2,"teacher","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1021","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.3",0,9,3,"teacher","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1022","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.4",1,9,4,"teacher","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1023","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.5",1,9,5,"teacher","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1024","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.6",1,9,6,"teacher","","Iran - Study 2",11,0.777068760415461,"Haram"
"1025","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.7",1,9,7,"teacher","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1026","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv3.8",1,9,8,"teacher","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1027","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3",2,10,0,"drawing","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1028","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.1",1,10,1,"drawing","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1029","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.2",1,10,2,"drawing","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1030","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.3",0,10,3,"drawing","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1031","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.4",1,10,4,"drawing","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1032","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.5",1,10,5,"drawing","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1033","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.6",1,10,6,"drawing","","Iran - Study 2",11,0.777068760415461,"Haram"
"1034","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.7",1,10,7,"drawing","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1035","MC-iran_study2-8",11.88501027,12,"m",2,"moral","moral3.8",1,10,8,"drawing","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1036","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4",2,11,0,"toys","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1037","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.1",1,11,1,"toys","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1038","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.2",1,11,2,"toys","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1039","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.3",1,11,3,"toys","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1040","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.4",1,11,4,"toys","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1041","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.5",1,11,5,"toys","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1042","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.6",1,11,6,"toys","","Iran - Study 2",11,0.777068760415461,"Haram"
"1043","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.7",0,11,7,"toys","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1044","MC-iran_study2-8",11.88501027,12,"m",2,"conv","conv4.8",1,11,8,"","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1045","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1",2,12,0,"fasting","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1046","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.1",1,12,1,"fasting","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1047","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.2",0,12,2,"fasting","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1048","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.3",0,12,3,"fasting","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1049","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.4",1,12,4,"fasting","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1050","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.5",1,12,5,"fasting","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1051","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.6",1,12,6,"fasting","","Iran - Study 2",11,0.777068760415461,"Haram"
"1052","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious1.7",1,12,7,"fasting","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1053","MC-iran_study2-8",11.88501027,12,"m",2,"religious","reigious1.8",1,12,8,"","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1054","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2",2,13,0,"prayer","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1055","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.1",1,13,1,"prayer","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1056","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.2",1,13,2,"prayer","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1057","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.3",0,13,3,"prayer","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1058","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.4",1,13,4,"prayer","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1059","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.5",1,13,5,"prayer","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1060","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.6",1,13,6,"prayer","","Iran - Study 2",11,0.777068760415461,"Haram"
"1061","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.7",0,13,7,"prayer","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1062","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious2.8",1,13,8,"prayer","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1063","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3",2,14,0,"red clothes","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1064","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.1",1,14,1,"red clothes","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1065","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.2",1,14,2,"red clothes","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1066","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.3",0,14,3,"red clothes","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1067","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.4",1,14,4,"red clothes","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1068","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.5",0,14,5,"red clothes","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1069","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.6",1,14,6,"red clothes","","Iran - Study 2",11,0.777068760415461,"Haram"
"1070","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.7",1,14,7,"red clothes","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1071","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious3.8",1,14,8,"red clothes","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1072","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4",2,15,0,"joke","","Iran - Study 2",11,0.777068760415461,"Severity rating"
"1073","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.1",1,15,1,"joke","","Iran - Study 2",11,0.777068760415461,"Farawary country"
"1074","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.2",1,15,2,"joke","","Iran - Study 2",11,0.777068760415461,"Rule at school"
"1075","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.3",1,15,3,"joke","","Iran - Study 2",11,0.777068760415461,"Everyone else"
"1076","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.4",1,15,4,"joke","","Iran - Study 2",11,0.777068760415461,"Foreigner"
"1077","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.5",1,15,5,"joke","","Iran - Study 2",11,0.777068760415461,"Non-muslim"
"1078","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.6",0,15,6,"joke","","Iran - Study 2",11,0.777068760415461,"Haram"
"1079","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.7",1,15,7,"joke","","Iran - Study 2",11,0.777068760415461,"Illegal"
"1080","MC-iran_study2-8",11.88501027,12,"m",2,"religious","religious4.8",1,15,8,"joke","","Iran - Study 2",11,0.777068760415461,"Zesht"
"1081","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1",2,1,0,"back to elder","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1082","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.1",1,1,1,"back to elder","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1083","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.2",0,1,2,"back to elder","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1084","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.3",0,1,3,"back to elder","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1085","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.4",1,1,4,"back to elder","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1086","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.5",1,1,5,"back to elder","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1087","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.6",0,1,6,"back to elder","","Iran - Study 2",14,1.8307636721229,"Haram"
"1088","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.7",0,1,7,"back to elder","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1089","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran1.8",1,1,8,"back to elder","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1090","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2",2,2,0,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1091","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.1",1,2,1,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1092","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.2",0,2,2,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1093","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.3",0,2,3,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1094","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.4",0,2,4,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1095","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.5",0,2,5,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1096","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.6",0,2,6,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Haram"
"1097","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.7",0,2,7,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1098","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran2.8",0,2,8,"shoes in house","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1099","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3",4,3,0,"drink","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1100","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.1",1,3,1,"drink","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1101","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.2",1,3,2,"drink","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1102","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.3",0,3,3,"drink","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1103","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.4",1,3,4,"drink","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1104","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.5",0,3,5,"drink","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1105","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.6",0,3,6,"drink","","Iran - Study 2",14,1.8307636721229,"Haram"
"1106","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.7",0,3,7,"drink","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1107","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran3.8",1,3,8,"drink","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1108","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4",3,4,0,"slippers","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1109","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.1",1,4,1,"slippers","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1110","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.2",1,4,2,"slippers","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1111","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.3",1,4,3,"slippers","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1112","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.4",1,4,4,"slippers","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1113","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.5",1,4,5,"slippers","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1114","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.6",0,4,6,"slippers","","Iran - Study 2",14,1.8307636721229,"Haram"
"1115","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.7",0,4,7,"slippers","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1116","MC-iran_study2-9",14.26694045,12,"f",2,"conv.iran","conv.iran4.8",1,4,8,"slippers","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1117","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1",1,5,0,"table","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1118","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.1",0,5,1,"table","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1119","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.2",0,5,2,"table","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1120","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.3",0,5,3,"table","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1121","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.4",0,5,4,"table","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1122","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.5",0,5,5,"table","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1123","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.6",0,5,6,"table","","Iran - Study 2",14,1.8307636721229,"Haram"
"1124","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.7",1,5,7,"table","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1125","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv1.8",1,5,8,"table","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1126","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1",3,6,0,"push","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1127","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.1",1,6,1,"push","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1128","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.2",0,6,2,"push","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1129","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.3",0,6,3,"push","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1130","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.4",0,6,4,"push","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1131","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.5",0,6,5,"push","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1132","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.6",0,6,6,"push","","Iran - Study 2",14,1.8307636721229,"Haram"
"1133","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.7",0,6,7,"push","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1134","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral1.8",1,6,8,"push","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1135","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2",1,7,0,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1136","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.1",0,7,1,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1137","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.2",1,7,2,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1138","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.3",0,7,3,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1139","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.4",1,7,4,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1140","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.5",0,7,5,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1141","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.6",0,7,6,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Haram"
"1142","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.7",0,7,7,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1143","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv2.8",1,7,8,"swimsuit","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1144","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2",3,8,0,"bad name","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1145","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.1",0,8,1,"bad name","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1146","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.2",0,8,2,"bad name","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1147","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.3",0,8,3,"bad name","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1148","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.4",0,8,4,"bad name","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1149","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.5",0,8,5,"bad name","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1150","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.6",1,8,6,"bad name","","Iran - Study 2",14,1.8307636721229,"Haram"
"1151","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.7",1,8,7,"bad name","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1152","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral2.8",1,8,8,"bad name","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1153","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3",2,9,0,"teacher","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1154","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.1",1,9,1,"teacher","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1155","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.2",1,9,2,"teacher","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1156","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.3",0,9,3,"teacher","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1157","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.4",1,9,4,"teacher","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1158","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.5",0,9,5,"teacher","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1159","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.6",0,9,6,"teacher","","Iran - Study 2",14,1.8307636721229,"Haram"
"1160","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.7",0,9,7,"teacher","","Iran - Study 2",14,1.8307636721229,"Illegal"
"1161","MC-iran_study2-9",14.26694045,12,"f",2,"conv","conv3.8",1,9,8,"teacher","","Iran - Study 2",14,1.8307636721229,"Zesht"
"1162","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3",2,10,0,"drawing","","Iran - Study 2",14,1.8307636721229,"Severity rating"
"1163","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.1",0,10,1,"drawing","","Iran - Study 2",14,1.8307636721229,"Farawary country"
"1164","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.2",0,10,2,"drawing","","Iran - Study 2",14,1.8307636721229,"Rule at school"
"1165","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.3",0,10,3,"drawing","","Iran - Study 2",14,1.8307636721229,"Everyone else"
"1166","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.4",0,10,4,"drawing","","Iran - Study 2",14,1.8307636721229,"Foreigner"
"1167","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.5",0,10,5,"drawing","","Iran - Study 2",14,1.8307636721229,"Non-muslim"
"1168","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.6",0,10,6,"drawing","","Iran - Study 2",14,1.8307636721229,"Haram"
"1169","MC-iran_study2-9",14.26694045,12,"f",2,"moral","moral3.7",0,10,7,"drawing","","Iran - Study 2",14,1.8307636721229,"Illegal"
