"","subid","age","task","item","q","q_kind","answer","task_num","sex","site","age_group","age.group","age.c","q_kind_label"
"2395","MC-iran_47",7.96,"moral","push",1,2,0,"moral1.2","Male","Iran",7,8,-0.650870830148755,"Rule at school"
"2396","MC-iran_47",7.96,"moral","push",1,3,0,"moral1.3","Male","Iran",7,8,-0.650870830148755,"Everyone else"
"2397","MC-iran_47",7.96,"moral","namecall",2,0,2,"moral2","Male","Iran",7,8,-0.650870830148755,"Severity rating"
"2398","MC-iran_47",7.96,"moral","namecall",2,1,0,"moral2.1","Male","Iran",7,8,-0.650870830148755,"Faraway country"
"2399","MC-iran_47",7.96,"moral","namecall",2,2,0,"moral2.2","Male","Iran",7,8,-0.650870830148755,"Rule at school"
"2400","MC-iran_47",7.96,"moral","namecall",2,3,0,"moral2.3","Male","Iran",7,8,-0.650870830148755,"Everyone else"
"2401","MC-iran_47",7.96,"moral","rip",3,0,1,"moral3","Male","Iran",7,8,-0.650870830148755,"Severity rating"
"2402","MC-iran_47",7.96,"moral","rip",3,1,0,"moral3.1","Male","Iran",7,8,-0.650870830148755,"Faraway country"
"2403","MC-iran_47",7.96,"moral","rip",3,2,0,"moral3.2","Male","Iran",7,8,-0.650870830148755,"Rule at school"
"2404","MC-iran_47",7.96,"moral","rip",3,3,0,"moral3.3","Male","Iran",7,8,-0.650870830148755,"Everyone else"
"2405","MC-iran_47",7.96,"conv","toy",4,0,2,"conv4","Male","Iran",7,8,-0.650870830148755,"Severity rating"
"2406","MC-iran_47",7.96,"conv","toy",4,1,0,"conv4.1","Male","Iran",7,8,-0.650870830148755,"Faraway country"
"2407","MC-iran_47",7.96,"conv","toy",4,2,0,"conv4.2","Male","Iran",7,8,-0.650870830148755,"Rule at school"
"2408","MC-iran_47",7.96,"conv","toy",4,3,0,"conv4.3","Male","Iran",7,8,-0.650870830148755,"Everyone else"
"2409","MC-iran_78",5,"conv","shoes",1,0,1,"conv1","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2410","MC-iran_78",5,"conv","shoes",1,1,0,"conv1.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2411","MC-iran_78",5,"conv","shoes",1,2,0,"conv1.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2412","MC-iran_78",5,"conv","shoes",1,3,0,"conv1.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2413","MC-iran_78",5,"conv","swim",2,0,1,"conv2","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2414","MC-iran_78",5,"conv","swim",2,1,0,"conv2.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2415","MC-iran_78",5,"conv","swim",2,2,0,"conv2.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2416","MC-iran_78",5,"conv","swim",2,3,0,"conv2.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2417","MC-iran_78",5,"conv","teachername",3,0,1,"conv3","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2418","MC-iran_78",5,"conv","teachername",3,1,0,"conv3.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2419","MC-iran_78",5,"conv","teachername",3,2,0,"conv3.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2420","MC-iran_78",5,"conv","teachername",3,3,0,"conv3.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2421","MC-iran_78",5,"moral","push",1,0,1,"moral1","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2422","MC-iran_78",5,"moral","push",1,1,0,"moral1.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2423","MC-iran_78",5,"moral","push",1,2,0,"moral1.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2424","MC-iran_78",5,"moral","push",1,3,0,"moral1.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2425","MC-iran_78",5,"moral","namecall",2,0,1,"moral2","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2426","MC-iran_78",5,"moral","namecall",2,1,0,"moral2.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2427","MC-iran_78",5,"moral","namecall",2,2,0,"moral2.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2428","MC-iran_78",5,"moral","namecall",2,3,0,"moral2.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2429","MC-iran_78",5,"moral","rip",3,0,1,"moral3","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2430","MC-iran_78",5,"moral","rip",3,1,0,"moral3.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2431","MC-iran_78",5,"moral","rip",3,2,0,"moral3.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2432","MC-iran_78",5,"moral","rip",3,3,0,"moral3.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2433","MC-iran_78",5,"conv","toy",4,0,1,"conv4","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2434","MC-iran_78",5,"conv","toy",4,1,0,"conv4.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2435","MC-iran_78",5,"conv","toy",4,2,0,"conv4.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2436","MC-iran_78",5,"conv","toy",4,3,0,"conv4.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2437","MC-iran_30",5,"conv","shoes",1,0,1,"conv1","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2438","MC-iran_30",5,"conv","shoes",1,1,0,"conv1.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2439","MC-iran_30",5,"conv","shoes",1,2,0,"conv1.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2440","MC-iran_30",5,"conv","shoes",1,3,0,"conv1.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2441","MC-iran_30",5,"conv","swim",2,0,1,"conv2","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2442","MC-iran_30",5,"conv","swim",2,1,0,"conv2.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2443","MC-iran_30",5,"conv","swim",2,2,0,"conv2.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2444","MC-iran_30",5,"conv","swim",2,3,0,"conv2.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2445","MC-iran_30",5,"conv","teachername",3,0,1,"conv3","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2446","MC-iran_30",5,"conv","teachername",3,1,0,"conv3.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2447","MC-iran_30",5,"conv","teachername",3,2,0,"conv3.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2448","MC-iran_30",5,"conv","teachername",3,3,0,"conv3.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2449","MC-iran_30",5,"moral","push",1,0,1,"moral1","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2450","MC-iran_30",5,"moral","push",1,1,0,"moral1.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2451","MC-iran_30",5,"moral","push",1,2,0,"moral1.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2452","MC-iran_30",5,"moral","push",1,3,0,"moral1.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2453","MC-iran_30",5,"moral","namecall",2,0,3,"moral2","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2454","MC-iran_30",5,"moral","namecall",2,1,0,"moral2.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2455","MC-iran_30",5,"moral","namecall",2,2,0,"moral2.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2456","MC-iran_30",5,"moral","namecall",2,3,0,"moral2.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2457","MC-iran_30",5,"moral","rip",3,0,1,"moral3","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2458","MC-iran_30",5,"moral","rip",3,1,0,"moral3.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2459","MC-iran_30",5,"moral","rip",3,2,0,"moral3.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2460","MC-iran_30",5,"moral","rip",3,3,0,"moral3.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2461","MC-iran_30",5,"conv","toy",4,0,1,"conv4","Male","Iran",5,5,-1.79312197412362,"Severity rating"
"2462","MC-iran_30",5,"conv","toy",4,1,0,"conv4.1","Male","Iran",5,5,-1.79312197412362,"Faraway country"
"2463","MC-iran_30",5,"conv","toy",4,2,0,"conv4.2","Male","Iran",5,5,-1.79312197412362,"Rule at school"
"2464","MC-iran_30",5,"conv","toy",4,3,0,"conv4.3","Male","Iran",5,5,-1.79312197412362,"Everyone else"
"2465","MC-iran_42",6.33,"conv","shoes",1,0,1,"conv1","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2466","MC-iran_42",6.33,"conv","shoes",1,1,0,"conv1.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2467","MC-iran_42",6.33,"conv","shoes",1,2,0,"conv1.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2468","MC-iran_42",6.33,"conv","shoes",1,3,0,"conv1.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2469","MC-iran_42",6.33,"conv","swim",2,0,1,"conv2","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2470","MC-iran_42",6.33,"conv","swim",2,1,0,"conv2.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2471","MC-iran_42",6.33,"conv","swim",2,2,0,"conv2.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2472","MC-iran_42",6.33,"conv","swim",2,3,0,"conv2.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2473","MC-iran_42",6.33,"conv","teachername",3,0,1,"conv3","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2474","MC-iran_42",6.33,"conv","teachername",3,1,0,"conv3.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2475","MC-iran_42",6.33,"conv","teachername",3,2,0,"conv3.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2476","MC-iran_42",6.33,"conv","teachername",3,3,0,"conv3.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2477","MC-iran_42",6.33,"moral","push",1,0,1,"moral1","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2478","MC-iran_42",6.33,"moral","push",1,1,0,"moral1.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2479","MC-iran_42",6.33,"moral","push",1,2,0,"moral1.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2480","MC-iran_42",6.33,"moral","push",1,3,0,"moral1.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2481","MC-iran_42",6.33,"moral","namecall",2,0,1,"moral2","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2482","MC-iran_42",6.33,"moral","namecall",2,1,0,"moral2.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2483","MC-iran_42",6.33,"moral","namecall",2,2,0,"moral2.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2484","MC-iran_42",6.33,"moral","namecall",2,3,0,"moral2.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2485","MC-iran_42",6.33,"moral","rip",3,0,1,"moral3","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2486","MC-iran_42",6.33,"moral","rip",3,1,0,"moral3.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2487","MC-iran_42",6.33,"moral","rip",3,2,0,"moral3.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2488","MC-iran_42",6.33,"moral","rip",3,3,0,"moral3.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2489","MC-iran_42",6.33,"conv","toy",4,0,1,"conv4","Male","Iran",6,6,-1.27988075064843,"Severity rating"
"2490","MC-iran_42",6.33,"conv","toy",4,1,0,"conv4.1","Male","Iran",6,6,-1.27988075064843,"Faraway country"
"2491","MC-iran_42",6.33,"conv","toy",4,2,0,"conv4.2","Male","Iran",6,6,-1.27988075064843,"Rule at school"
"2492","MC-iran_42",6.33,"conv","toy",4,3,0,"conv4.3","Male","Iran",6,6,-1.27988075064843,"Everyone else"
"2493","MC-iran_56",8,"conv","shoes",1,0,1,"conv1","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2494","MC-iran_56",8,"conv","shoes",1,1,0,"conv1.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2495","MC-iran_56",8,"conv","shoes",1,2,1,"conv1.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2496","MC-iran_56",8,"conv","shoes",1,3,0,"conv1.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2497","MC-iran_56",8,"conv","swim",2,0,2,"conv2","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2498","MC-iran_56",8,"conv","swim",2,1,0,"conv2.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2499","MC-iran_56",8,"conv","swim",2,2,0,"conv2.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2500","MC-iran_56",8,"conv","swim",2,3,0,"conv2.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2501","MC-iran_56",8,"conv","teachername",3,0,1,"conv3","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2502","MC-iran_56",8,"conv","teachername",3,1,0,"conv3.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2503","MC-iran_56",8,"conv","teachername",3,2,0,"conv3.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2504","MC-iran_56",8,"conv","teachername",3,3,0,"conv3.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2505","MC-iran_56",8,"moral","push",1,0,1,"moral1","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2506","MC-iran_56",8,"moral","push",1,1,0,"moral1.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2507","MC-iran_56",8,"moral","push",1,2,0,"moral1.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2508","MC-iran_56",8,"moral","push",1,3,0,"moral1.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2509","MC-iran_56",8,"moral","namecall",2,0,1,"moral2","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2510","MC-iran_56",8,"moral","namecall",2,1,0,"moral2.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2511","MC-iran_56",8,"moral","namecall",2,2,0,"moral2.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2512","MC-iran_56",8,"moral","namecall",2,3,1,"moral2.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2513","MC-iran_56",8,"moral","rip",3,0,1,"moral3","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2514","MC-iran_56",8,"moral","rip",3,1,0,"moral3.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2515","MC-iran_56",8,"moral","rip",3,2,0,"moral3.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2516","MC-iran_56",8,"moral","rip",3,3,0,"moral3.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2517","MC-iran_56",8,"conv","toy",4,0,1,"conv4","Male","Iran",8,8,-0.635435003878824,"Severity rating"
"2518","MC-iran_56",8,"conv","toy",4,1,0,"conv4.1","Male","Iran",8,8,-0.635435003878824,"Faraway country"
"2519","MC-iran_56",8,"conv","toy",4,2,0,"conv4.2","Male","Iran",8,8,-0.635435003878824,"Rule at school"
"2520","MC-iran_56",8,"conv","toy",4,3,0,"conv4.3","Male","Iran",8,8,-0.635435003878824,"Everyone else"
"2521","MC-iran_27",6,"conv","shoes",1,0,1,"conv1","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2522","MC-iran_27",6,"conv","shoes",1,1,0,"conv1.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2523","MC-iran_27",6,"conv","shoes",1,2,0,"conv1.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2524","MC-iran_27",6,"conv","shoes",1,3,0,"conv1.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2525","MC-iran_27",6,"conv","swim",2,0,1,"conv2","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2526","MC-iran_27",6,"conv","swim",2,1,0,"conv2.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2527","MC-iran_27",6,"conv","swim",2,2,0,"conv2.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2528","MC-iran_27",6,"conv","swim",2,3,0,"conv2.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2529","MC-iran_27",6,"conv","teachername",3,0,1,"conv3","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2530","MC-iran_27",6,"conv","teachername",3,1,0,"conv3.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2531","MC-iran_27",6,"conv","teachername",3,2,0,"conv3.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2532","MC-iran_27",6,"conv","teachername",3,3,0,"conv3.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2533","MC-iran_27",6,"moral","push",1,0,1,"moral1","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2534","MC-iran_27",6,"moral","push",1,1,0,"moral1.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2535","MC-iran_27",6,"moral","push",1,2,0,"moral1.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2536","MC-iran_27",6,"moral","push",1,3,0,"moral1.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2537","MC-iran_27",6,"moral","namecall",2,0,1,"moral2","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2538","MC-iran_27",6,"moral","namecall",2,1,0,"moral2.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2539","MC-iran_27",6,"moral","namecall",2,2,0,"moral2.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2540","MC-iran_27",6,"moral","namecall",2,3,0,"moral2.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2541","MC-iran_27",6,"moral","rip",3,0,1,"moral3","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2542","MC-iran_27",6,"moral","rip",3,1,0,"moral3.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2543","MC-iran_27",6,"moral","rip",3,2,0,"moral3.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2544","MC-iran_27",6,"moral","rip",3,3,0,"moral3.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2545","MC-iran_27",6,"conv","toy",4,0,1,"conv4","Male","Iran",6,6,-1.40722631737535,"Severity rating"
"2546","MC-iran_27",6,"conv","toy",4,1,0,"conv4.1","Male","Iran",6,6,-1.40722631737535,"Faraway country"
"2547","MC-iran_27",6,"conv","toy",4,2,0,"conv4.2","Male","Iran",6,6,-1.40722631737535,"Rule at school"
"2548","MC-iran_27",6,"conv","toy",4,3,0,"conv4.3","Male","Iran",6,6,-1.40722631737535,"Everyone else"
"2549","MC-iran_10",6.83,"conv","shoes",1,0,1,"conv1","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2550","MC-iran_10",6.83,"conv","shoes",1,1,0,"conv1.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2551","MC-iran_10",6.83,"conv","shoes",1,2,0,"conv1.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2552","MC-iran_10",6.83,"conv","shoes",1,3,0,"conv1.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2553","MC-iran_10",6.83,"conv","swim",2,0,1,"conv2","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2554","MC-iran_10",6.83,"conv","swim",2,1,0,"conv2.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2555","MC-iran_10",6.83,"conv","swim",2,2,0,"conv2.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2556","MC-iran_10",6.83,"conv","swim",2,3,0,"conv2.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2557","MC-iran_10",6.83,"conv","teachername",3,0,1,"conv3","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2558","MC-iran_10",6.83,"conv","teachername",3,1,0,"conv3.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2559","MC-iran_10",6.83,"conv","teachername",3,2,0,"conv3.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2560","MC-iran_10",6.83,"conv","teachername",3,3,0,"conv3.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2561","MC-iran_10",6.83,"moral","push",1,0,1,"moral1","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2562","MC-iran_10",6.83,"moral","push",1,1,0,"moral1.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2563","MC-iran_10",6.83,"moral","push",1,2,1,"moral1.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2564","MC-iran_10",6.83,"moral","push",1,3,0,"moral1.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2565","MC-iran_10",6.83,"moral","namecall",2,0,1,"moral2","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2566","MC-iran_10",6.83,"moral","namecall",2,1,0,"moral2.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2567","MC-iran_10",6.83,"moral","namecall",2,2,0,"moral2.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2568","MC-iran_10",6.83,"moral","namecall",2,3,0,"moral2.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2569","MC-iran_10",6.83,"moral","rip",3,0,1,"moral3","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2570","MC-iran_10",6.83,"moral","rip",3,1,0,"moral3.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2571","MC-iran_10",6.83,"moral","rip",3,2,0,"moral3.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2572","MC-iran_10",6.83,"moral","rip",3,3,0,"moral3.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2573","MC-iran_10",6.83,"conv","toy",4,0,1,"conv4","Female","Iran",6,6,-1.08693292227429,"Severity rating"
"2574","MC-iran_10",6.83,"conv","toy",4,1,0,"conv4.1","Female","Iran",6,6,-1.08693292227429,"Faraway country"
"2575","MC-iran_10",6.83,"conv","toy",4,2,0,"conv4.2","Female","Iran",6,6,-1.08693292227429,"Rule at school"
"2576","MC-iran_10",6.83,"conv","toy",4,3,0,"conv4.3","Female","Iran",6,6,-1.08693292227429,"Everyone else"
"2577","MC-iran_37",10,"conv","shoes",1,0,1,"conv1","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2578","MC-iran_37",10,"conv","shoes",1,1,0,"conv1.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2579","MC-iran_37",10,"conv","shoes",1,2,0,"conv1.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2580","MC-iran_37",10,"conv","shoes",1,3,0,"conv1.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2581","MC-iran_37",10,"conv","swim",2,0,1,"conv2","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2582","MC-iran_37",10,"conv","swim",2,1,0,"conv2.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2583","MC-iran_37",10,"conv","swim",2,2,0,"conv2.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2584","MC-iran_37",10,"conv","swim",2,3,0,"conv2.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2585","MC-iran_37",10,"conv","teachername",3,0,1,"conv3","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2586","MC-iran_37",10,"conv","teachername",3,1,0,"conv3.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2587","MC-iran_37",10,"conv","teachername",3,2,0,"conv3.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2588","MC-iran_37",10,"conv","teachername",3,3,0,"conv3.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2589","MC-iran_37",10,"moral","push",1,0,1,"moral1","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2590","MC-iran_37",10,"moral","push",1,1,0,"moral1.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2591","MC-iran_37",10,"moral","push",1,2,0,"moral1.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2592","MC-iran_37",10,"moral","push",1,3,0,"moral1.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2593","MC-iran_37",10,"moral","namecall",2,0,1,"moral2","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2594","MC-iran_37",10,"moral","namecall",2,1,0,"moral2.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2595","MC-iran_37",10,"moral","namecall",2,2,0,"moral2.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2596","MC-iran_37",10,"moral","namecall",2,3,0,"moral2.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2597","MC-iran_37",10,"moral","rip",3,0,1,"moral3","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2598","MC-iran_37",10,"moral","rip",3,1,0,"moral3.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2599","MC-iran_37",10,"moral","rip",3,2,0,"moral3.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2600","MC-iran_37",10,"moral","rip",3,3,0,"moral3.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2601","MC-iran_37",10,"conv","toy",4,0,1,"conv4","Female","Iran",10,10,0.136356309617706,"Severity rating"
"2602","MC-iran_37",10,"conv","toy",4,1,0,"conv4.1","Female","Iran",10,10,0.136356309617706,"Faraway country"
"2603","MC-iran_37",10,"conv","toy",4,2,0,"conv4.2","Female","Iran",10,10,0.136356309617706,"Rule at school"
"2604","MC-iran_37",10,"conv","toy",4,3,0,"conv4.3","Female","Iran",10,10,0.136356309617706,"Everyone else"
"2605","MC-iran_49",8.85,"conv","shoes",1,0,1,"conv1","Female","Iran",8,8,-0.307423695642799,"Severity rating"
"2606","MC-iran_49",8.85,"conv","shoes",1,1,0,"conv1.1","Female","Iran",8,8,-0.307423695642799,"Faraway country"
"2607","MC-iran_49",8.85,"conv","shoes",1,2,0,"conv1.2","Female","Iran",8,8,-0.307423695642799,"Rule at school"
"2608","MC-iran_49",8.85,"conv","shoes",1,3,0,"conv1.3","Female","Iran",8,8,-0.307423695642799,"Everyone else"
"2609","MC-iran_49",8.85,"conv","swim",2,0,2,"conv2","Female","Iran",8,8,-0.307423695642799,"Severity rating"
"2610","MC-iran_49",8.85,"conv","swim",2,1,1,"conv2.1","Female","Iran",8,8,-0.307423695642799,"Faraway country"
"2611","MC-iran_49",8.85,"conv","swim",2,2,0,"conv2.2","Female","Iran",8,8,-0.307423695642799,"Rule at school"
"2612","MC-iran_49",8.85,"conv","swim",2,3,1,"conv2.3","Female","Iran",8,8,-0.307423695642799,"Everyone else"
"2613","MC-iran_49",8.85,"conv","teachername",3,0,1,"conv3","Female","Iran",8,8,-0.307423695642799,"Severity rating"
"2614","MC-iran_49",8.85,"conv","teachername",3,1,0,"conv3.1","Female","Iran",8,8,-0.307423695642799,"Faraway country"
"2615","MC-iran_49",8.85,"conv","teachername",3,2,0,"conv3.2","Female","Iran",8,8,-0.307423695642799,"Rule at school"
"2616","MC-iran_49",8.85,"conv","teachername",3,3,0,"conv3.3","Female","Iran",8,8,-0.307423695642799,"Everyone else"
"2617","MC-iran_49",8.85,"moral","push",1,0,1,"moral1","Female","Iran",8,8,-0.307423695642799,"Severity rating"
